Date,Market_and_Exchange_Names,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Dealer_Net_All,Dealer_Net_Ratio_All,Asset_Mgr_Net_All,Asset_Mgr_Net_Ratio_All,Lev_Money_Net_All,Lev_Money_Net_Ratio_All,Other_Rept_Net_All,Other_Rept_Net_Ratio_All,NonRept_Net_All,NonRept_Net_Ratio_All
2018-06-12,BITCOIN-USD - CBOE FUTURES EXCHANGE,5970,55,0,159,72,1420,3746,1239,1000,3390,5335,2580,635,55,0.009212730318257957,87,0.01457286432160804,-2326,-0.38961474036850924,239,0.04003350083752094,1945,0.3257956448911223
2018-06-19,BITCOIN-USD - CBOE FUTURES EXCHANGE,5365,55,0,212,0,1486,3632,1314,1030,3151,4746,2214,619,55,0.010251630941286114,212,0.03951537744641193,-2146,-0.4,284,0.05293569431500466,1595,0.2972972972972973
2018-06-19,BITCOIN - CHICAGO MERCANTILE EXCHANGE,2633,29,0,52,59,1478,1414,159,590,1829,2174,804,459,29,0.011014052411697683,-7,-0.002658564375237372,64,0.024306874287884542,-431,-0.16369160653247247,345,0.13102924420812762
2018-06-26,BITCOIN-USD - CBOE FUTURES EXCHANGE,5797,55,0,174,82,1630,3361,1316,1100,3450,4818,2347,979,55,0.009487666034155597,92,0.01587027772986027,-1731,-0.29860272554769707,216,0.037260652061411076,1368,0.23598412972227015
2018-06-26,BITCOIN - CHICAGO MERCANTILE EXCHANGE,2687,29,0,0,111,1508,1505,171,515,1848,2271,839,416,29,0.010792705619650168,-111,-0.041310011164867884,3,0.0011164867882396724,-344,-0.12802381838481577,423,0.15742463714179383
2018-07-03,BITCOIN-USD - CBOE FUTURES EXCHANGE,5254,55,0,239,0,1278,2852,1123,1344,2973,4474,2281,780,55,0.010468214693566806,239,0.04548915112295394,-1574,-0.2995812714122573,-221,-0.0420631899505139,1501,0.2856870955462505
2018-07-03,BITCOIN - CHICAGO MERCANTILE EXCHANGE,2514,0,0,44,84,1198,1639,438,366,1728,2137,786,377,0,0.0,-40,-0.015910898965791568,-441,-0.17541766109785203,72,0.028639618138424822,409,0.16268894192521877
2018-07-10,BITCOIN-USD - CBOE FUTURES EXCHANGE,5225,55,0,200,42,1263,2635,1148,1444,2971,4426,2254,799,55,0.010526315789473684,158,0.030239234449760767,-1372,-0.26258373205741625,-296,-0.056650717703349285,1455,0.2784688995215311
2018-07-10,BITCOIN - CHICAGO MERCANTILE EXCHANGE,2622,0,0,0,119,1412,1652,396,368,1921,2252,701,370,0,0.0,-119,-0.04538520213577422,-240,-0.09153318077803203,28,0.010678871090770405,331,0.12623951182303586
2018-07-17,BITCOIN-USD - CBOE FUTURES EXCHANGE,5122,55,0,112,0,1245,2325,1083,1810,2833,4473,2289,649,55,0.010737992971495509,112,0.021866458414681766,-1080,-0.21085513471300274,-727,-0.1419367434595861,1640,0.32018742678641154
