experiment_name,image_window,return_horizon,image_spec,run_seed,classification_available,num_samples,accuracy,majority_class_accuracy,accuracy_minus_majority,roc_auc,average_precision,f1,precision,recall,brier_score,log_loss,positive_rate,predicted_positive_rate,probability_return_pearson,trading_available,long_flat_mean_trade_return_gross,long_flat_mean_trade_return_net,long_flat_annualized_return_gross,long_flat_annualized_return_net,long_flat_annualized_volatility,long_flat_sharpe_gross,long_flat_sharpe_net,long_flat_max_drawdown_gross,long_flat_max_drawdown_net,long_flat_turnover_mean,long_flat_mean_prob_up,long_short_mean_trade_return_gross,long_short_mean_trade_return_net,long_short_annualized_return_gross,long_short_annualized_return_net,long_short_annualized_volatility,long_short_sharpe_gross,long_short_sharpe_net,long_short_max_drawdown_gross,long_short_max_drawdown_net,long_short_turnover_mean,long_short_mean_prob_up
stage2_i20_ohlc_ma_vb_r60,20,60,ohlc_ma_vb,42,True,1401,0.4939329050678087,0.5431834403997144,-0.0492505353319057,0.5221018807490144,0.5688049389484409,0.367528991971454,0.5722222222222222,0.2706964520367937,0.2505843321644321,0.6943168832486125,0.5431834403997144,0.2569593147751606,0.0535356732140909,True,0.0234943556276106,0.0231588809666541,8.575439804077874,8.452991552828765,2.678159147440142,3.201990371735195,3.1573626419118352,-0.9999991343188036,-0.9999992384237132,0.3354746609564596,0.4895946040356014,-0.0260608334261159,-0.0267324965239031,-9.512204200532306,-9.757361231224666,5.429055297665904,-1.7520919716219971,-1.7975906100485957,-1.0,-1.0,0.6716630977872948,0.4895946040356014
stage2_i60_ohlc_r5,60,5,ohlc,42,True,1456,0.5185439560439561,0.5260989010989011,-0.007554945054945,0.4865970409051349,0.5126061780189093,0.6377260981912145,0.5278015397775877,0.8054830287206266,0.2668096465983532,0.7308891069955902,0.5260989010989011,0.8028846153846154,-0.0337074363234105,True,0.0051924653337844,0.0049362840151031,1.8952498468313403,1.8017436655126589,1.222418653820569,1.5504097887478177,1.4736288934207484,-0.9977672335519906,-0.9980186855860944,0.2561813186813186,0.5900423917714711,0.0040794308721186,0.0035677550479428,1.4889922683233086,1.3022305924991324,1.382773928273497,1.0768154055250616,0.941358137312441,-0.9975540560799394,-0.9980841125898566,0.5116758241758241,0.5900423917714711
stage2_i60_ohlc_vb_r5,60,5,ohlc_vb,42,True,1456,0.5240384615384616,0.5260989010989011,-0.0020604395604395,0.5029382828168162,0.5212947732187836,0.6335272342675834,0.5324444444444445,0.7819843342036553,0.2609028239186194,0.7177142907404759,0.5260989010989011,0.7726648351648352,0.0213925807310226,True,0.0055184075442523,0.0052773361156809,2.014218753652109,1.926227682223537,1.2058055997110548,1.670434068422615,1.5975580358623336,-0.9964589590629336,-0.9968301243455794,0.2410714285714285,0.5773777504973523,0.0047313152930543,0.0042498592490983,1.7269300819648443,1.5511986259208883,1.382015154114611,1.2495739115619202,1.1219768470408624,-0.9952377187385176,-0.9966273321755488,0.4814560439560439,0.5773777504973523
stage2_i60_ohlc_ma_r5,60,5,ohlc_ma,42,True,1456,0.5260989010989011,0.5260989010989011,0.0,0.519181140500246,0.5352512989351543,0.6894689468946895,0.5260989010989011,1.0,0.2524705650784186,0.6982210335395853,0.5260989010989011,1.0,0.0405717979456382,True,0.0063054997954503,0.0063048129822635,2.301507425339372,2.301256738526185,1.379717371017573,1.668100636902149,1.6679731839957666,-0.9990568816139278,-0.9990568816139278,0.0006868131868131,0.5847550666594243,0.0063054997954503,0.0063048129822635,2.301507425339372,2.301256738526185,1.379717371017573,1.668100636902149,1.6679731839957666,-0.9990568816139278,-0.9990568816139278,0.0006868131868131,0.5847550666594243
stage2_i60_ohlc_ma_vb_r5,60,5,ohlc_ma_vb,42,True,1456,0.5068681318681318,0.5260989010989011,-0.0192307692307692,0.4933287925227987,0.5115272373957975,0.5952649379932357,0.5238095238095238,0.6892950391644909,0.2613170166145944,0.7180844343750272,0.5260989010989011,0.6923076923076923,0.0198302110811477,True,0.0045339400316392,0.0042447916799908,1.6548881115483165,1.5493489631966684,1.1622090228800803,1.423916076169606,1.3331150405057437,-0.9935616465397392,-0.9944222144409912,0.2891483516483517,0.5514347040616385,0.0027623802678281,0.0021847703777182,1.0082687977572609,0.7974411878671509,1.3839635170059084,0.7285371220901601,0.5760713645406289,-0.9949199120350746,-0.9967433515554384,0.5776098901098901,0.5514347040616385
stage2_i60_ohlc_r20,60,20,ohlc,42,True,1441,0.5419847328244275,0.5412907702984039,0.0006939625260236,0.5441279723806199,0.5587374417092488,0.6955719557195572,0.5432276657060519,0.9666666666666668,0.2547621153362169,0.7045602083258884,0.5412907702984039,0.9632199861207494,0.0376111937673968,True,0.0246843791047983,0.0246184526648261,9.009798373251392,8.985735222661527,2.8455645962862124,3.166260356559893,3.1575879115336694,-0.9999999999919856,-0.9999999999921544,0.0659264399722415,0.6234294035672976,0.0243573458022546,0.0242261868848361,8.890431217822936,8.842558212965198,2.89488624208357,3.071081373969335,3.054083544504213,-0.9999999999792462,-0.9999999999801238,0.1311589174184594,0.6234294035672976
stage2_i60_ohlc_vb_r20,60,20,ohlc_vb,42,True,1441,0.5947258848022207,0.5412907702984039,0.0534351145038167,0.5828174095193762,0.5785237149395392,0.7002053388090349,0.583904109589041,0.8743589743589744,0.249218426871333,0.6965005282565749,0.5412907702984039,0.8105482303955587,0.0761012511631863,True,0.0272436602435269,0.0270542084739224,9.943935988887324,9.874786092981706,2.6154845286845525,3.801947929658978,3.774682273473761,-0.9999999938295951,-0.99999999427183,0.1894517696044413,0.6116511186611975,0.0294759080797117,0.0290976985030289,10.758706449094802,10.620659953605555,2.877450464521632,3.7389719064663054,3.689024395248564,-0.999998689726994,-0.9999989131289436,0.3782095766828591,0.6116511186611975
stage2_i60_ohlc_ma_r20,60,20,ohlc_ma,42,True,1441,0.5711311589174185,0.5412907702984039,0.0298403886190146,0.5608111253345747,0.5765008600389188,0.6856561546286877,0.5682967959527825,0.8641025641025641,0.2651916258220724,0.7384082278090739,0.5412907702984039,0.8230395558639834,0.0677972291454577,True,0.0252331256954046,0.025039510150644,9.210090878822706,9.139421204985094,2.564518698789044,3.59135259305057,3.563484549255,-0.9999999914709444,-0.99999999200187,0.1936155447605829,0.6450503778842321,0.0254548389834673,0.0250683018564721,9.291016228965567,9.14993017761234,2.89143536726186,3.213288574305571,3.1630900967065165,-0.99999542284916,-0.9999959392820532,0.3865371269951422,0.6450503778842321
stage2_i60_ohlc_ma_vb_r20,60,20,ohlc_ma_vb,42,True,1441,0.6030534351145038,0.5412907702984039,0.0617626648160999,0.61694984289538,0.6334421240963644,0.657074340527578,0.6171171171171171,0.7025641025641025,0.2587921191308433,0.7399085340355185,0.5412907702984039,0.6162387231089521,0.164240583389502,True,0.0252026507142847,0.0249326992916615,9.198967510713926,9.100435241456466,2.3127429668961934,3.9775139919933946,3.934229311046993,-0.9999947722331236,-0.9999954724054596,0.2699514226231783,0.5646383941036537,0.0253938890212274,0.024854680138507,9.268769492748005,9.071958250555085,2.8916311118225067,3.2053775652269083,3.1353916212720123,-0.9989197269338476,-0.9990813469454264,0.5392088827203331,0.5646383941036537
stage2_i60_ohlc_r60,60,60,ohlc,42,True,1401,0.5431834403997144,0.5431834403997144,0.0,0.4891312828515112,0.530032599825369,0.7039777983348751,0.5431834403997144,1.0,0.2485418326619948,0.6902295373677507,0.5431834403997144,1.0,-0.0185746982588585,True,0.0730495446813371,0.0730488309054627,26.663083808688054,26.66282328049391,5.27006613790306,5.059345198141516,5.059323210051278,-1.0,-1.0,0.0007137758743754,0.528850022807111,0.0730495446813371,0.0730488309054627,26.663083808688054,26.66282328049391,5.27006613790306,5.059345198141516,5.059323210051278,-1.0,-1.0,0.0007137758743754,0.528850022807111
