Date,AdrActCnt,TxCnt,HashRate
2021-10-09,991926,241705,148333295.4425223
2021-10-10,803826,212316,157233293.14059362
2021-10-11,1009017,277496,144377740.59360176
2021-10-12,937369,274993,132511077.47083984
2021-10-13,975651,289461,167122178.8388953
2021-10-14,1007101,284115,135477742.8955304
2021-10-15,1017121,297755,139433297.74445093
2021-10-16,937355,269680,131522188.0466099
2021-10-17,823877,212511,158222181.14082393
2021-10-18,1003479,291260,146581499.01401103
2021-10-19,1077371,310438,154737198.88886136
2021-10-20,977215,291740,148747371.3620959
2021-10-21,1139133,321169,147749067.49308088
2021-10-22,957015,281476,157732111.93346488
2021-10-23,826969,228432,144754153.0109189
2021-10-24,737951,208278,152740589.71327287
2021-10-25,1079523,286798,181691420.60296836
2021-10-26,998333,295695,149745676.66866937
2021-10-27,944035,286086,156733808.06444988
2021-10-28,1055114,297884,152740589.71327287
2021-10-29,1014855,307314,170710070.85601085
2021-10-30,906672,251998,154737198.88886136
2021-10-31,893617,216741,140567236.29171762
2021-11-01,1053426,289324,159350397.3506241
2021-11-02,1035030,300911,170117315.37816852
2021-11-03,1069212,290879,173347392.02678087
2021-11-04,998917,286047,153966938.33685192
2021-11-05,1037437,282446,166887240.27999246
2021-11-06,825483,237201,165810547.54697624
2021-11-07,826432,222930,164733856.36439633
2021-11-08,1018796,294064,145353402.67446733
2021-11-09,1195638,336872,163657165.1818164
2021-11-10,1022756,295892,160427088.53320405
2021-11-11,1037951,293052,170117315.37816852
2021-11-12,975353,287476,152890245.60383567
2021-11-13,828248,234794,164733856.36439633
2021-11-14,806451,222847,175346393.03899404
2021-11-15,1083387,291313,170197841.1880367
2021-11-16,1030573,301154,169070703.88709787
2021-11-17,993545,288569,167943564.96308032
2021-11-18,990087,295608,162307875.21222878
2021-11-19,976682,283868,154417909.23642084
2021-11-20,848464,248520,163435012.5131676
2021-11-21,842004,218828,148782219.4855693
2021-11-22,947435,286930,158926461.6863336
2021-11-23,909010,282832,148782219.4855693
2021-11-24,1071921,295032,176960669.86290583
2021-11-25,973237,287824,146527943.26061293
2021-11-26,996141,291679,148782219.4855693
2021-11-27,777970,238622,161180737.91128996
2021-11-28,816560,215317,155140985.08780915
2021-11-29,993217,303388,158774565.89045352
2021-11-30,977183,296340,148781761.08892423
2021-12-01,1057704,284941,152112695.48981774
2021-12-02,1184757,315565,172098305.0928763
2021-12-03,1010596,289452,186532356.82816276
2021-12-04,961294,244342,172098305.0928763
2021-12-05,978899,221615,184311733.36128417
2021-12-06,1078373,286268,190973602.1630712
2021-12-07,983177,284544,170987992.5600126
2021-12-08,927369,268196,186532356.82816276
2021-12-09,1123743,285532,180980797.36154187
2021-12-10,930831,270853,173208616.0268912
2021-12-11,805461,222133,176623989.86056373
2021-12-12,725043,211066,168385593.15527847
2021-12-13,996713,281785,169588348.35705444
2021-12-14,966596,281921,178007627.84162176
2021-12-15,1058257,280841,169588348.35705444
2021-12-16,873836,256019,138316737.35840493
2021-12-17,979005,260119,179210381.31143162
2021-12-18,855978,234236,153952542.85772967
2021-12-19,755797,214374,179210381.31143162
2021-12-20,1015255,266803,173196610.49845013
2021-12-21,1009227,303464,193643433.34094653
2021-12-22,992589,286626,178007627.84162176
2021-12-23,991240,292194,182818645.1847934
2021-12-24,974212,256631,181615889.98301744
2021-12-25,866151,204665,177168715.84969085
2021-12-26,774902,201930,161682279.2989218
2021-12-27,992531,248198,178574457.26635152
2021-12-28,1051572,269681,161682279.2989218
2021-12-29,1142870,276509,174954703.60370144
2021-12-30,977727,245011,143583516.198115
2021-12-31,1093396,262509,179781040.6622474
2022-01-01,695722,188065,207532476.14266497
2022-01-02,734444,194826,190640298.17523527
2022-01-03,948843,241163,168921783.14925957
2022-01-04,971141,274049,177367872.13297442
2022-01-05,1023484,274757,180987625.7956245
2022-01-06,937879,258406,176161288.73707852
2022-01-07,961733,255659,168921783.14925957
2022-01-08,823193,226064,174267690.69443852
2022-01-09,734904,203966,170826077.22420472
2022-01-10,977953,269292,172037608.9072826
2022-01-11,973363,285302,191422128.04877573
2022-01-12,958871,266587,168403012.11344224
2022-01-13,943218,276789,216864310.8394785
2022-01-14,959705,262404,192633661.47646037
2022-01-15,819060,234931,201114388.49182567
2022-01-16,768912,217903,212018180.61795348
2022-01-17,963405,258684,195056726.58722284
2022-01-18,906852,267423,164768413.57499513
2022-01-19,940760,267790,209595115.507191
2022-01-20,944092,272287,204748985.28566605
2022-01-21,1017544,272514,176007153.4708342
2022-01-22,980566,246984,177474950.51551133
2022-01-23,764279,208492,186746029.7638628
2022-01-24,967257,271583,198665989.06991372
2022-01-25,892344,266941,201314869.1276132
2022-01-26,872302,258696,172177190.40011233
2022-01-27,894323,252850,173501629.47536534
2022-01-28,953545,266473,203963747.2781192
2022-01-29,800040,227066,197341548.08746725
2022-01-30,780477,208908,193368228.9545148
2022-01-31,993797,262993,189394909.8215623
2022-02-01,1058396,274556,203963747.2781192
2022-02-02,954043,275434,202639308.20286623
2022-02-03,931571,267726,194692668.02976775
2022-02-04,885216,249753,172457231.3989618
2022-02-05,951087,253867,157888392.03489855
2022-02-06,891700,221803,206979739.90370575
2022-02-07,927917,262908,180443875.51955137
2022-02-08,1014770,277455,204326153.2742321
2022-02-09,998247,263940,185751048.77849868
2022-02-10,1029721,261192,195038601.0263654
2022-02-11,987669,258085,188404635.40797237
2022-02-12,1060262,224735,248110329.79467425
2022-02-13,829229,212378,209633326.53317943
2022-02-14,899786,249689,202999360.9147864
2022-02-15,1013694,272685,232188811.9284145
2022-02-16,925324,267496,206979739.90370575
2022-02-17,931220,256201,213573837.40352312
2022-02-18,940726,258376,186294129.77324116
2022-02-19,839236,218004,207147948.8360009
2022-02-20,741534,202691,200196675.81508097
2022-02-21,886316,238620,171001327.92603725
2022-02-22,886571,256251,211318714.25012624
2022-02-23,859810,253563,208538204.64136493
2022-02-24,958866,255800,183513620.1644798
2022-02-25,936543,260990,186294129.77324116
2022-02-26,818914,221994,173781837.53479856
2022-02-27,768705,206112,189074637.38003567
2022-02-28,981066,274389,214099221.8569208
2022-03-01,1065354,275460,225221260.29196608
2022-03-02,1091796,289957,189074637.38003567
2022-03-03,1011448,270823,204804563.21490383
2022-03-04,949176,257979,190365287.083752
2022-03-05,801293,226147,168452736.32210043
2022-03-06,771254,205542,179409010.7168614
2022-03-07,917289,255761,202691097.01043913
2022-03-08,962840,258526,202691097.01043913
2022-03-09,960901,272021,188995751.55182588
2022-03-10,993366,259229,198582492.38679036
2022-03-11,903967,252248,188995751.55182588
2022-03-12,787792,222124,213647371.4052001
2022-03-13,751546,206930,206799699.66195828
2022-03-14,936153,263759,209538768.7536809
2022-03-15,949102,266692,190365287.083752
2022-03-16,1014991,276789,212277837.8454036
2022-03-17,1009859,272685,217498770.49195015
2022-03-18,1004891,266839,195149455.61002576
2022-03-19,864890,236675,211525632.9748357
2022-03-20,780069,211211,210160950.38143572
2022-03-21,941088,260248,208796269.75317717
2022-03-22,920483,260695,203337543.30986008
2022-03-23,972037,266381,197878816.86654297
2022-03-24,966209,269340,195149455.61002576
2022-03-25,1068732,286600,212890313.60309428
2022-03-26,825356,229765,219713722.6398113
2022-03-27,812882,219139,178773276.2800745
2022-03-28,1029256,289835,216984359.4181528
2022-03-29,972049,293194,206066906.5315186
2022-03-30,940234,269490,184232002.7233916
2022-03-31,979952,280038,194529355.7761953
2022-04-01,1073859,286454,200371606.9667937
2022-04-02,932911,250576,191845154.9534147
2022-04-03,794992,223619,197529456.29566735
2022-04-04,985718,276178,224529884.601845
2022-04-05,952254,276073,206055906.26269805
2022-04-06,919776,272206,213161283.963688
2022-04-07,927811,266096,196108379.93693003
2022-04-08,929602,270556,190424080.6410257
2022-04-09,786423,228357,217424508.9472033
2022-04-10,754197,218201,198950530.6080564
2022-04-11,986075,279217,194687305.62454104
2022-04-12,970523,273114,217424508.9472033
2022-04-13,960119,283767,198950530.6080564
2022-04-14,910470,259632,194402491.2641441
2022-04-15,893942,258904,221692722.38403672
2022-04-16,774863,220729,188017879.75639227
2022-04-17,760823,211027,231514551.65214053
2022-04-18,930250,248528,188017879.75639227
2022-04-19,945444,273229,173986693.6444649
2022-04-20,961981,283298,224498959.60642216
2022-04-21,970130,279919,237127026.0969115
2022-04-22,945273,261784,189420997.35733968
2022-04-23,857006,238246,228708314.42975503
2022-04-24,796298,217733,239933263.31929696
2022-04-25,1003326,277416,227305196.82880765
2022-04-26,965991,277059,196436589.40305808
2022-04-27,967943,285596,243520196.02683353
2022-04-28,1003139,272681,195503621.29393408
2022-04-29,1059989,290674,222163205.91889024
2022-04-30,944577,256188,222163205.91889024
2022-05-01,834397,233382,247341701.32425615
2022-05-02,966035,269678,236974085.31819177
2022-05-03,956710,283138,222163205.91889024
2022-05-04,862312,229490,216238853.30606288
2022-05-05,1189734,317562,232530821.92495465
2022-05-06,1086467,288758,210314500.6932356
2022-05-07,837217,234267,211795589.91282585
2022-05-08,813799,223007,229568645.618541
2022-05-09,1067791,287708,229568645.618541
2022-05-10,978190,279809,227185770.43526813
2022-05-11,981424,253805,225257596.8970556
2022-05-12,1058679,282227,209722591.14017215
2022-05-13,1028898,267948,236132103.6113232
2022-05-14,1101356,292088,219043595.9365268
2022-05-15,1016251,233949,189527081.8665909
2022-05-16,1094147,272399,254774110.96699148
2022-05-17,1029420,278212,228364598.4958405
2022-05-18,902599,264173,208169091.4593002
2022-05-19,897588,260343,189527081.8665909
2022-05-20,949339,269360,198848086.6629456
2022-05-21,758937,216560,209722591.14017215
2022-05-22,749577,210953,189527081.8665909
2022-05-23,939531,268759,248560107.76942167
2022-05-24,841611,237379,186420080.26780605
2022-05-25,1016156,284400,219464677.3862468
2022-05-26,894042,260517,209555370.5705583
2022-05-27,942679,275683,205096744.25322008
2022-05-28,783393,227772,219958828.4107809
2022-05-29,751185,205693,221445035.75646704
2022-05-30,925404,267947,228876076.7651775
2022-05-31,998795,277824,216986411.5792688
2022-06-01,962754,274630,202124327.42170793
2022-06-02,945705,262596,185776038.05860087
2022-06-03,932672,269049,212527787.4020705
2022-06-04,776053,219811,206582953.73904613
2022-06-05,721815,195813,216986411.5792688
2022-06-06,952859,268569,222931245.24229312
2022-06-07,941706,265801,240765744.09122616
2022-06-08,888118,261456,266501680.44994769
2022-06-09,914304,264597,219787040.62041968
2022-06-10,900195,259531,221292430.34450084
2022-06-11,831309,228805,231830164.91635683
2022-06-12,762985,219703,191184616.35301408
2022-06-13,1011323,273372,200216961.2007889
2022-06-14,1075994,275578,219787040.62041968
2022-06-15,1063571,297032,248389462.72006267
2022-06-16,911369,258005,179141492.05707693
2022-06-17,876153,248214,162582194.25337103
2022-06-18,924686,246705,234840946.53228176
2022-06-19,733337,195875,200216961.2007889
2022-06-20,833932,239275,198711571.47670767
2022-06-21,927938,260657,225808603.85226956
2022-06-22,859651,247129,193096459.39267665
2022-06-23,866807,258973,223431041.43862215
2022-06-24,869532,250666,189622395.5064278
2022-06-25,742895,217926,221961099.20676237
2022-06-26,734812,207474,202851865.00959057
2022-06-27,953524,258934,199911982.66258603
2022-06-28,922274,253741,214611394.39760864
2022-06-29,899514,257517,221961099.20676237
2022-06-30,967680,275120,251359920.5600924
2022-07-01,946760,272893,196972102.43229663
2022-07-02,844916,235532,202851865.00959057
2022-07-03,701943,196946,227840863.90077135
2022-07-04,883632,251379,210201571.9354594
2022-07-05,864471,244533,173453043.65626052
2022-07-06,969280,264360,186599522.89308375
2022-07-07,1007259,284162,227523378.27089572
2022-07-08,936111,264779,214480636.8679379
2022-07-09,773277,219088,194191928.48263425
2022-07-10,705622,198306,221726603.85028368
2022-07-11,839927,234215,178250799.8693703
2022-07-12,943773,274945,218828216.6399776
2022-07-13,815549,225738,159411284.0458004
2022-07-14,983744,282646,179699992.43110403
2022-07-15,943171,267630,205785475.23701975
2022-07-16,771028,223950,214480636.8679379
2022-07-17,723539,201095,179699992.43110403
2022-07-18,887138,254873,189844346.62375584
2022-07-19,994059,279366,199988700.81640768
2022-07-20,905497,254748,182598379.64141008
2022-07-21,964460,278928,198824710.56678495
2022-07-22,848578,262220,181711863.2994958
2022-07-23,755495,219584,211997172.19748572
2022-07-24,736224,201963,216126988.5789976
2022-07-25,892636,251613,195477912.61837205
2022-07-26,945582,260791,220256802.97819823
2022-07-27,916926,265290,227139827.63763636
2022-07-28,1008866,283820,194101308.4794089
2022-07-29,945142,280447,200984333.13884705
2022-07-30,785742,228995,177582046.91798395
2022-07-31,787873,215224,209243963.91955948
2022-08-01,907238,248469,187218281.8376596
2022-08-02,946865,267917,213373778.31876007
2022-08-03,977386,282580,199607727.01757264
2022-08-04,948545,278115,183293576.20328617
2022-08-05,944004,269270,210085555.7118224
2022-08-06,856759,232291,225491829.9721472
2022-08-07,716918,199770,222690689.0141953
2022-08-08,918162,257482,201682132.83796665
2022-08-09,941249,251924,200281563.36740136
2022-08-10,1035793,270675,207284414.7538705
2022-08-11,1002846,284126,196079850.92206284
2022-08-12,948381,269215,215687835.61090487
2022-08-13,834925,239894,194679281.45149755
2022-08-14,811197,202156,186275858.57764184
2022-08-15,922140,245572,203082702.30853197
2022-08-16,1020819,269531,207284414.7538705
2022-08-17,915870,255933,180673576.661738
