split,feature,num_rows,missing_rate,mean,std,min,max
validation,finbert_news_fg_proxy_delta_20d_7d,287,0.0,-0.3958834087310791,26.706783903316495,-79.87679788613286,82.32150734325052
validation,finbert_sentiment_delta_60d_20d,287,0.0,0.0001524801600808587,0.07193510272145998,-0.1853925135681655,0.3060594047932517
validation,finbert_news_fg_proxy_delta_60d_20d,287,0.0,0.7986304944219068,24.27751440874533,-68.50455095154663,90.28780009546117
test,finbert_news_count_7d,1441,0.0,81.71269951422623,29.9768088324459,23.0,211.0
test,finbert_missing_7d,1441,0.0,0.0,0.0,0.0,0.0
test,finbert_unique_source_count_7d,1441,0.0,16.85496183206107,4.853598823932712,5.0,33.0
test,finbert_positive_count_7d,1441,0.0,24.90145732130465,10.947412395288534,5.0,86.0
test,finbert_negative_count_7d,1441,0.0,21.1353226925746,11.061652104196256,2.0,79.0
test,finbert_neutral_count_7d,1441,0.0,35.67591950034698,16.4522806255669,7.0,109.0
test,finbert_positive_ratio_7d,1441,0.0,0.3098363605759841,0.08515646597151567,0.09821428571428571,0.5384615384615384
test,finbert_negative_ratio_7d,1441,0.0,0.2603121751143047,0.10479889140110507,0.05405405405405406,0.6171875
test,finbert_neutral_ratio_7d,1441,0.0,0.42985146430971116,0.09155303269103185,0.14893617021276595,0.6732673267326733
test,finbert_confidence_mean_7d,1441,0.0,0.8125031459925942,0.017926343835433293,0.7498769355384616,0.8686710329090908
test,finbert_confidence_max_7d,1441,0.0,0.9681759797432339,0.005896243231224856,0.9452122,0.975977
test,finbert_low_confidence_count_7d,1441,0.0,2.6037473976405274,1.8414101940671428,0.0,11.0
test,finbert_high_confidence_positive_count_7d,1441,0.0,14.524635669673838,7.1092357493677145,2.0,51.0
test,finbert_high_confidence_negative_count_7d,1441,0.0,14.278972935461486,8.551147294691935,0.0,64.0
test,finbert_sentiment_mean_7d,1441,0.0,0.05936443480716144,0.1412843072084513,-0.42585132663906244,0.3889016619393939
test,finbert_sentiment_sum_7d,1441,0.0,4.5825430653933985,12.279077166012815,-54.50896980979999,54.24895430421
test,finbert_sentiment_std_7d,1441,0.0,0.5735089709836194,0.05864754884682494,0.3821505101751403,0.7358689988869501
test,finbert_sentiment_abs_mean_7d,1441,0.0,0.4741073635707535,0.06365956452199252,0.2888881593711927,0.6565688007321429
test,finbert_confidence_weighted_sentiment_mean_7d,1441,0.0,0.04803160809073641,0.15204029341740555,-0.4717171041258234,0.40708220322931515
test,finbert_positive_prob_mean_7d,1441,0.0,0.3202477170318448,0.06718949034296837,0.14046310619072166,0.5169695221076922
test,finbert_negative_prob_mean_7d,1441,0.0,0.2608832822564968,0.0907425742121907,0.0638285015,0.591769767084375
test,finbert_neutral_prob_mean_7d,1441,0.0,0.4188690011720874,0.07440449729598494,0.21297667343181817,0.6210740060825688
test,finbert_count_matches_sample_table_7d,1441,0.0,1.0,0.0,1.0,1.0
test,finbert_news_count_20d,1441,0.0,233.02428868841082,73.07132241618422,78.0,422.0
test,finbert_missing_20d,1441,0.0,0.0,0.0,0.0,0.0
test,finbert_unique_source_count_20d,1441,0.0,26.400416377515615,5.771455125958598,13.0,43.0
test,finbert_positive_count_20d,1441,0.0,70.9090909090909,24.366830410261066,27.0,165.0
test,finbert_negative_count_20d,1441,0.0,60.27758501040944,24.71446615844873,8.0,151.0
